Kat	Wes	GOLD	Subtype	Perturbation	N1	Sentence Raw Text
I	N/A		I	0	room	Well , maybe once them out again behind her as she goes room to room , down the three steps and through the sunken living room , its shag rug and tall oak furniture , the mahogany sideboard , then up again into the hallway and through that to the kitchen .
I	I		I	0	room	Room to room he searches for Andris , finally the last room un-searched sits at the end of the hall , slowly he approaches .
I	I		I	0	room	As she went room to room , she noted on her sheet that the appliances were missing .
I	N/A		I	0	room	Evenings were filled with the sound of Grigori 's hard boots pacing across the floorboards of the large manor , walking room to room . 
I	N/A		I	0	room	Alert for drafts , he wandered room to room , absentmindedly checking windows that he knew were closed .
I	N/A		I	0	room	Prancing room to room , strutting a body that could turn heads , Maria de los Angeles looked just like Ally , if a little gone in the eyes .
I	N/A		I	0	room	Alex crossed to sit in the wheelchair , which sat in the corner -- the three of them often practiced with it , made up games and timed themselves going room to room .
I	N/A		I	0	room	Isabelle would follow him ftom room to room at home , would try to leave with him in the mornings unless their mother held her back .
I	N/A		I	0	room	She 'd search room to room to room .
I	I		I	0	room	On the landing outside , the French milice were going room to room , banging on doors with their batons . 
I	N/A		I	0	room	For the first few weeks after I 'd arrived , I 'd followed my grandmother everywhere : room to room in the apartment , store to store on her interminable grocery runs , and once a week to Emma Abramovna 's , to drink tea and talk about the old days , Emma Abramovna in a cheerful key , know has died , " my grandmother liked to say .
I	N/A		I	0	room	Still , I have drifted room to room , farewelling the memory of housemates long graduated who either healed sufficiently or gave up on the whole idea , moving forward ( or at least , elsewhere ) while I stayed and stayed .
I	I		I	0	room	Go room to room and allow each one of them to take turns having first pick on one item in each room .
I	I		I	0	room	We sat in his living room , a Yahtzee board open on the table , his little sister wandering room to room .
I	N/A		I	0	room	When I went to the hospital and I had him , after I had him , I -- I went room to room to see if I could get someone to take care of him until I could get on my feet .
I	I		I	0	room	It all happens very fast , room to room , searching for the target .
I	I		I	0	room	Do you take them room to room by hand , almost , to make sure that they 're seeing absolutely everything they should ?
I	N/A		I	0	room	And they went room to room and found not much of anything , huh ?
I	N/A		I	0	room	The Blue Mill Inn , the with a conference area set aside for big gatherings , and a rolling room to room party that ran all hours of the day and night . 
I	N/A		I	0	room	you had mentioned with Bob Orr earlier , when the officers came through the broken glass the gunman had shot out , spotted him and saw him duck into a room and then heard a number of shots , but in the background , when they got there and they started to go room to room and they started to find teachers had locked children in classrooms and closets and cloakrooms and bathrooms , and when the SWAT teams got there and said we 're the Newtown P.D. ; we 're the Connecticut State Police , you can come out now , in a number of
I	N/A		I	0	room	So basically it you could go room to room , it 's kind of like you could do a conference call , that kind of thing ?
I	I		I	0	room	In a similar condo , Fornash shows us how he started going room to room .
I	N/A		I	0	room	As they went room to room -- everything except the suspected murder weapon , a nine millimeter Glock .
I	N/A		I	0	room	But for the firefighters who have gone into the building with their breathing apparatus , using , a very organized search and clear process , going room to room , getting people out as they find them .
I	N/A		I	0	room	They went room to room , then to the garage and bingo .
I	N/A		I	0	room	Go room to room and make a visual record of all possessions with photographs or videos .
I	I		I	0	room	A student brandishing a knife at Hug High School was shot by a Washoe County School District police officer Wednesday morning , sending the campus into lockdown for the rest of the day as police went room to room accounting for all students and finding witnesses .
I	I		I	0	room	Eight months pregnant , she arrived at the hospital and searched room to room until she found him on the second floor .
I	N/A		I	0	room	The incident at NewYork-Presbyterian Lawrence Hospital in Westchester County sparked a massive police response , including SWAT teams , after two patients in the same room reported the armed man to then locked down as the building was searched room to room .
I	N/A		I	0	room	Warrick and I are processing the interior , room to room .
I	I		I	0	room	Which is how Al moves his mom room to room .
I	I		I	0	room	That morning , the concierge made his rounds with a 12-gauge shotgun room to room .
I	N/A		I	0	room	Axel 's hindquarters were so bad he had to drag himself room to room by his front legs .
I	I		I	0	room	He went room to room , splattering their heads as they slept .
I	N/A		I	0	room	Probably the " room to room " thing .
I	N/A		I	0	room	You either cooperate with me , or I lock down this school and go room to room , questioning each individual student about their whereabouts on the night of Michelle 's murder .
I	N/A		I	0	room	You know , you wo n't feel like you 're jumping around room to room , but it will still allow this room to have its own identity .
I	N/A		I	0	room	Let 's just stay close , go slow room to room .
I	I		I	0	row	Then all at once the steward and the stewardess came bursting into the cabin , wide-eyed and darting row to row , and sometimes they pressed down on people 's shoulders , trying to get them to sit back down .
F	F		F	0	rubble	Sometimes the only remedy is to add rubble to rubble .
F	F		F	0	ruminants	But the practice of feeding ruminants to ruminants , in Britain at least , dates back to the turn of the century .
F	F		F	0	ruminants	Asked why the government still had not implemented any regulations , eight years after Britain had banned the feeding of ruminants to ruminants , the spokesman expressed confidence in the USDA observation plan and protested that , even now , there is no demonstrated link between BSE and CJD . 
F	F		F	0	ruminants	It 's thought that feeding ruminants to ruminants is how the mad cow disease in Europe got started in the first place .
I	B		I	0	sabbath	Sunrise to Sunset , Sabbath to Sabbath , is n't it ?
F	F		F	0	salary	Compare salary to salary , benefits are generally the same .
I	I		I	0	sausage	Sausage to sausage , kielbasy vary mainly in seasoning , the grind of meat and the style of smoking .
I	I		I	0	scene	Gradually the idea of scene to scene , the montage of of the surface of water , images of clouds , images of wind , images of branches of trees , images of nature will dissolve slowly into images of Dora dancing and eventually she leaves the confines of the room in which she dances .
I	I		I	0	scene	Now , I can not explain what I saw , but I saw it . scene to scene without leaving footprints .
I	I		I	0	scene	We 're making it scene to scene . 
I	I		I	0	school	Title I should have reasonably similar numbers school to school .
I	I		I	0	school	But course offerings vary school to school , and the courses do not count as academic electives , shutting out many college-bound students who do not have room in their schedules .
J	J		J	0	school	The compact was candid in admitting to " challenges , " including : Poor alignment at every level between the school board and mid-management , school to school and principal to teacher .
I	I		I	0	school	Considering these different factors , is school to school , have you also questioned : " How can I possibly return to school with my busy schedule ? " 
J	J		J	0	school	Interestingly , location in urban areas was associated with school crime but not disruption , and neighborhood crime was related to school to school crime and disruption is also puzzling .
F	F		F	0	schools	A topic of much discussion at yesterday 's summit was what circumstances should trigger the closing of schools to schools with suspected cases , initially recommending that they close for 14 days before judging , based on additional information , that it was enough for infected persons to stay home . 
F	F		F	0	science	I 'd argue that STAR TREK THE MOTION PICTURE took itself a lot more seriously than PROMETHEUS did ... and how many books are there which go into tiny detail to show the designs and blueprints for the STAR WARS vehicles - applying real world science to science fiction .
J	J		J	0	scientist	Well , first let me hit the Internet and we meet Dr. Lansky , I 'm going to go talk to him , scientist to scientist .
J	J		J	0	scientist	Not just the desire to explore , but to communicate scientist to scientist , rather than by governments .
J	J		J	0	scientist	Davros wants to speak to the Doctor , scientist to scientist .
J	J		J	0	screen	Because the GamePad can be moved around physically , it can interact with the TV in multiple was , such Of course , screen to screen interaction is n't the only way to take advantage of the screen separation .
J	J		J	0	screen	SUDDENLY IT 'S POSSIBLE TO IMAGINE a world in which many interactions formerly dependent on print on paper happen screen to screen ,
F	F		F	0	scrooge	TONY LIMA , economics professor Cal State Hayward WILSON IS N'T SCROOGE Editor -- Your Friday paper ( Chronicle , December 13 ) reports welfare advocates dressed a cardboard Governor Wilson as Scrooge to Scrooge , the fictional character , had lots of money that he never gave away .
J	J		J	0	scumbag	no one wants to admit it , and romney is being flamed for alluding to it , but on a scumbag to scumbag level , romney is trying to relate . 
I	B		I	0	sea	Dance in America can hardly contain itself horizon and sea to sea , in the ballrooms of big cities and whistle-stop bars , in Great Plains Grange halls , underground kivas , church basements , barrio nightclubs , and high school auditoriums .
I	B		I	0	sea	Still , we follow them , feeling the shake loose , to seek something better up ahead , to walk the boundaries of this land , now stretching sea to sea .
I	I		I	0	season	One would say CFB is my favorite , but I truly follow every sport season to season , it is just that Saturday 's during the fall happens to feel like a dream come true !
I	I		I	0	season	i think all shows should be self contained season to season .
I	I		I	0	season	Season to season , the colors change .
I	I		I	0	season	It 's almost kind of like how married couples Watching season to season sometimes I do n't notice all the changes they 've made and then it sometimes it hits me all of a sudden . : - ) .
I	I		I	0	season	Planetary Gears Corkscrew $70 B y t h e numBeRs Visualizing data patterns to help get ahead of the flu SStrains of seasonal influenza behave slightly differently season to season and strain to strain .
I	I		I	0	season	That means once a doe will be back again and again , season to season , and probably will bring her friends and babies with her . 
I	I		I	0	season	The field data ensure simulations are accurate and verifiable based on realistic conditions producers face season to season . 
I	I		I	0	season	The show will begin with the formation of the league in 1943 and follows the Rockford Peaches , season to season as they struggle to keep the team alive through close games , injuries , late night bar crawls , sexual awakenings , not crying and road trips across a rapidly changing United States .
I	I		I	0	season	The show will follows the Rockford Peaches , season to season as they struggle to keep the team alive through close games , injuries , late night bar crawls , sexual awakenings , not crying and road trips across a rapidly changing United States .
I	I		I	0	season	the simple pleasure of knowing that someone , somewhere , is enjoying his apples . as " stewards of the land , " and watching this presentation , one ca n't help but be impressed ( and perhaps envious ) of the extraordinary continuity in the lives of these people - not only season to season , but generation to generation .
I	I		I	0	season	Droughts and floods become more frequent and may alternate season to season , as they did last year in India .
I	I		I	0	season	I 've never lived beyond season to season .
I	I		I	0	season	Season to season , the silhouette is roughly the same ; the narrative does n't move much .
I	I		I	0	season	There was n't mechanical time , time was season to season , Sabbath to saint day .
I	I		I	0	second	It 's second to second , minute to minute , hour to hour , every day .
F	F		F	0	section	He moved the ending section to section III .
F	B	I	I	0	seed	Some unique characteristics of these plants include their rapid rate of growth ( seed to seed in 35-40 days ) , petite size , wide variety of recognizable genetic traits , and accelerated response to environmental conditions .
I	I		I	0	segment	Why do n't we just do something to better the country , to solve the problem 're looking at this country segment to segment , group to group , ethnicity to ethnicity .
F	F		F	0	self	This journey -- this process of self-honesty -- is a commitment to self -- a becoming of self -- a giving of self to self , through self-forgiveness .
I	F	I	I	0	selvage	You told NASA that I was bad at climbing steps and that , specifically , I would How to Make a Ruffled Spiral Grab a good chunk of fabric and cut strips selvage to selvage twice the width ( plus seam allowance ) you want your ruffles .
F	F		F	0	sense	Did you not have the sense to sense if anybody else was in the room before you orbed us in here ?
I	I		I	0	sentence	One result was an abundance of transitional phrases , sentence to sentence and paragraph to paragraph .
F	F		F	0	sequels	Stallone drained his fans with violent , dopey action films and sequels to sequels .
J	J		J	0	series	I wonder if they share anything at all series to series , canvas to canvas .
J	J		J	0	servant	It was Tituba who helped her to find her place , servant to servant , showing her the local ways , the paths and patches , the waters , the weeds .
J	J		J	0	servant	Rather , Jesus was talking servant to servant .
I	N/A		I	0	session	When we started we had a creative vision statement for this , and it focused on the idea of a ' session to session ' game .
I	I		I	0	shack	Arriving at " " Little Mexico , " an encampment of homeless Hispanics , Clary goes shack to shack , pounding on the feeble roofs .
F	F		F	0	shadows	Next , I work into the light areas and midtones , comparing shadows to shadows , midtones to midtones , and I am careful not to confuse them . 
I	I		I	0	sheet	Printouts were sticky-tacked to the wall scrawled with equations running sheet to sheet .
I	B		I	0	shirtsleeves	Shirtsleeves to shirtsleeves in three generations .
I	B		I	0	shirtsleeves	Keeping it The Old American saying " shirtsleeves to shirtsleeves in three generations " has n't applied to the du Points .
I	B		I	0	shirtsleeves	In a mid-1990s documentary about the family , Edgar Jr . recalled his grandfather saying , " Shirtsleeves to shirtsleeves in three generations .
I	B		I	0	shirtsleeves	Interestingly , there are lots of sayings in different cultures about this phenomenon , sayings like " shirtsleeves to shirtsleeves in three generations "
J	J		J	0	shoe	We sat shoe to shoe .
I	I		I	0	shot	irons feel hot and really fly ; consistent shot to shot and lie to lie ; ekes out some extra carry on misses , particularly thin shots .
J	J		J	0	shouder	the utimate honour - shouder to shouder for more than a kilometre .
J	J		J	0	shoulder	And the firstborn stood with his father at the edge of the water , shoulder to shoulder , talking man to man on the rim of the world .
J	J		J	0	shoulder	Standing there shoulder to shoulder outside the firelight , he warned me man to man but friendly not to try nothing stupid that I might regret .
J	J		J	0	shoulder	We lie shoulder to shoulder , comforted by each other 's presence .
J	J		J	0	shoulder	They were packing us in shoulder to shoulder and telling us to cover our mouths when we coughed . 
J	J		J	0	shoulder	He and Rhea , pressed shoulder to shoulder , murmured together like teenage classmates riding the bus to their Ottawa Valley high school .
J	J		J	0	shoulder	It should have succeeded with the groups standing shoulder to shoulder and ready to move that energy on to Washington . 
J	J		J	0	shoulder	Shoulder to shoulder and arm in arm , women were finally getting up off the floor .
J	J		J	0	shoulder	The Saxons stood shoulder to shoulder and strove their utmost to resist , holding firm together as a warband . 
J	J		J	0	shoulder	Empathy is the capacity to identify with and the total experience of being shoulder to shoulder , eye to eye , heart to heart , and toe to toe with another human being .
J	J		J	0	shoulder	Openness can actually be easier for your adolescent when you 're shoulder to shoulder instead of eye to eye , which can make a teen defensive .
J	J		J	0	shoulder	It had taken European armies long years of trial and error to learn that the fire of muskets was effective only if those who carried them stood shoulder to shoulder and fired in unison .
J	J		J	0	shoulder	He and a dozen young men bang shoulder to shoulder , chest to chest , windmilling their heads to the beat as the stage lights flash on T-shirts that say " Crash Dog " or " The Crucified . "
J	J		J	0	shoulder	We stood shoulder to shoulder , packed in on the sidewalk , " she says . "
J	J		J	0	shoulder	Hundreds more spectators were shoulder to shoulder and straining against the ropes on both sides of the fairway down to the green 400 yards away in anticipation of getting a glimpse of the No. 1 golfer in the world .
J	J		J	0	shoulder	Joanna Huerta and Rosie Gonzales stood shoulder to shoulder , dressed in matching orange jumpsuits and giggling as they peeped out through the clear plastic window in their cell door to joke with an inmate across the hall 
J	J		J	0	shoulder	We stand shoulder to shoulder
J	J		J	0	shoulder	We jump high in the sky High We stand shoulder to shoulder
J	J		J	0	shoulderpad	The hit is straight on shoulderpad to shoulderpad ( based on right of the D-player looking up ( not spearing ) and the O-players shoulder slightly lowered for the hit .
I	N/A		I	0	side	The actual the wind is gusting who are around you and the rainfall is definitely falling side to side .
I	I		I	0	side	Fifty years ago when I was in middle school it was said with a side to side head shake and a fist on the hip to indicate that she had done everything she could think of to no avail .
I	N/A		I	0	side	Touch is super natural , of course , but if you 're using a mouse , you can use the wheel to go side to side , and Ctrl+wheel zooms out to let you move around more quickly too .
I	N/A		I	0	side	The shock works fine , not leaking oil , no side to side or front to back play .
I	N/A		I	0	side	So yeah , at a minimum I 'm guessing I need , not leaking oil , no side to side or front to back play .
I	N/A		I	0	side	The class started with some stretching , some neck rolling and some side to side step touching .
I	N/A		I	0	side	All oscillatory motion is composed the first mode , it would sway side to side , with the center of the structure moving the most .
I	N/A		I	0	side	My sister and I would sit on the sidelines , heads turning side to side , as they volleyed ideas about restaurants we could go to before dropping each one .
I	N/A		I	0	side	Her eyes moved side to side saying that she indeed wanted to .
I	N/A		I	0	side	In the lowest frequency mode , the whole beam bows side to side .
I	N/A		I	0	side	Me , side to side , and she , up and down . 
I	N/A		I	0	side	In 2008 I stand in front and it was easy to hit me , now I am more US style , more side to side .
I	N/A		I	0	side	She moaned softly and her skin became hot and she moved her head side to side .
I	N/A		I	0	side	the hardest part about learning to swim the strokes as an adult is the breathing- if you ca n't already , learning to breath side to side on freestyle , as opposed to picking your head up could double the distance you can cover .
I	I		I	0	side	The song is fun , loving , and definitely will have your head bobbing side to side .
I	N/A		I	0	side	We walked side to side , in silence , the brisk air slapping our cheeks .
I	N/A		I	0	side	While I ca n't say that my head was moving side to side throughout the whole movie , my eyes were certainly made to work .
I	N/A		I	0	side	The problem is that the total gravitational potential energy of the atmosphere is very , very nearly a constant no matter how it moves around , up or down in convection , side to side as wind sometimes supports it .
I	N/A		I	0	side	You could easily follow the movement of a sound in any direction including crossover overhead arcs-front to back , vice versa or even side to side above your head .
I	N/A		I	0	side	Swiping side to side also allows you to pan through a map or panoramic photo , all while keeping your finger prints off the screen .
I	N/A		I	0	side	Overhead and side to side clearance is normally detected by using laser scanners .
I	N/A		I	0	side	It was not just shaking but more like the whole house was swinging side to side .
I	N/A		I	0	side	This placement will balance the room side to side , and , because the depth of the couch is also about equal to the width of the bookcase , makes the bookcase make more window .
I	N/A		I	0	side	And for all the talking up the people do about the AI in Halo .... it involes with enemies dodging side to side and hiding behind cover . 
I	N/A		I	0	side	Although I do n't normally run side to side , I ran wherever there was shade and when a spectator had her garden hose with ice-cold water spraying out on to the street hit me .
I	N/A		I	0	side	I am not a fan of the ' Maverick ' type side to side ' twists ' .
I	N/A		I	0	side	Energy is moved up and down , forward and back , side to side and the rate of release to the air is accelerated and decelerated .
I	N/A		I	0	side	Hold the weight in both hands and twist side to side .
I	N/A		I	0	side	So no moving just your arms side to side , you are twisting at the waist .
I	N/A		I	0	side	When you 're a tic-tac-toe design , with about three vertical facial lines intersecting a few side to side lines .
I	N/A		I	0	side	I can understand doing it A FEW times to get the horse giving to pressure side to side .
I	N/A		I	0	side	Just that side to side and said , " Ah well . "
I	I		I	0	side	Knowing the rules , Emma looked up , then down , then side to side .
I	N/A		I	0	side	She rolled side to side and then lay still , turned her eyes to Mr. Warrant , who sat heavily on the opposite edge of the bed .
I	N/A		I	0	side	Gardenia , hot , feverish , moaning , squirming side to side , canopied by the smell of her unwashed hair .
I	N/A		I	0	side	Hundreds of millions of dollars of ego-gratification rose and fell and wallowed side to side on the rolling water .
I	N/A		I	0	side	The crowd screams for him to move side to side .
I	N/A		I	0	side	I wiggled my toes , moved my legs and arms , twisted side to side .
I	N/A		I	0	side	Ray became anxious again and stepped forward without looking , bumping into the customer in front of him and apologizing profusely , then standing shifting his weight side to side , rocking .
I	N/A		I	0	side	My country , my country , he would say , shaking his head side to side with disbelief at even half the truth , with visions of second cousins creeping in high grass .
I	N/A		I	0	side	It was n't a shaking side to side in a no , not exactly , but neither was it precisely a yes .
I	N/A		I	0	side	He forked some potatoes into his mouth and chewed them thoughtfully , jaws rotating side to side , camel-style , his heavy-lidded , Levantine eyes studying the ceiling .
I	N/A		I	0	side	The eucalyptus trees shook their heads side to side . "
I	N/A		I	0	side	He suckled on me and moved back and forth and side to side , and I felt myself growing warm and loose .
I	N/A		I	0	side	Howie tipped his torso side to side , all concerned . "
I	N/A		I	0	side	Teeth gritted , Bain rocks side to side .
I	N/A		I	0	side	Instantly I pictured a sloping hillside of tall grasses where a band of horses grazed , their long tails swishing side to side -- a place all horses would escape to if they could . 
I	N/A		I	0	side	We are eating fried chicken and she is swaying side to side , as if . 
I	I		I	0	side	The sight of her rolling panty hose over lightly muscled calves and dimpled knees , tugging them over the crescent folds where het supple thighs meet her bottom , shifting her hips side to side , or standing in the middle of the room , slipping her arms into the sleeves of a clean shirt , buttoning it over her breasts , breaks my heart .
I	N/A		I	0	side	I have read about the acrostic eye , an eye that can see both forward and backward as well as side to side , up and down , and diagonally , too .
I	N/A		I	0	side	He bumps up and down , side to side , buffeted wildly until MAP TO THE STARS EDDIE I do n't know about this thing .
I	N/A		I	0	side	We can go up and down , back and forth , side to side ... David ca n't take any more of this story and takes off running for the bathroom .
I	N/A		I	0	side	The bike weaves , side to side ... hits the curb and topples with a CRASH .
I	N/A		I	0	side	They jerked the child back and forth , making her head snap side to side .
I	N/A		I	0	side	In vodka they rise straight up , in the bad stuff they slide side to side .
I	N/A		I	0	side	Paul went over the side in that , the spray blowing across the deck and the boat slowly grinding side to side with the waves and I do n't know how Paul got out of that cage but he did .
I	N/A		I	0	side	Most men and boys in the streets strutted , swung their arms side to side , stuck big cigars in the air .
I	N/A		I	0	side	The midget swung the megaphone side to side . 
I	N/A		I	0	side	He changed lanes and the lumpy object swung side to side under the ropes . 
I	N/A		I	0	side	Lights flicker and the plane rocks side to side .
I	I		I	0	side	I ski up to the house , swinging my hips side to side , dancing in the snow , leaving a zigzagging track .
I	N/A		I	0	side	She shook her head quickly , side to side .
I	N/A		I	0	side	His father formed the rear guard of their procession , furtively glancing back and then side to side .
I	N/A		I	0	side	He had climbed center of her bed and pulled the covers over his head and was rocking side to side , causing the brass head frame to bump the wall .
I	N/A		I	0	side	She only shook her head , slowly , side to side , even as part of her mind accepted everything he said . 
I	N/A		I	0	side	Her lips disappeared in a circle of tobacco-stained wrinkles , and she worked the lump side to side in her mouth .
I	N/A		I	0	side	Pops let out a snort and moved sideways to the edge of the wharf , where he looked below and side to side .
I	N/A		I	0	side	Bertille clicks her tongue ; she sighs a dramatic sigh ; she shakes her head side to side .
I	I		I	0	side	were ever to remove that post in order to do the thing properly , the house would sense , humping and buckling the way a jigsaw puzzle does when , having completed it , you return it to its garbled state by pushing the edges toward each other , top to bottom , side to side .
I	N/A		I	0	side	Hips gently rocking side to side , Lifting and twirling skirted design .
I	N/A		I	0	side	Sense impressions will be what linger -- rocking back and forth , side to side , trying to walk down the ship 's halls in a storm-everyone sea sick AT SEA but the little one , who is eight and indestructible , and the father , who is crazy and indestructible , too .
I	N/A		I	0	side	The turtle pushes out a telescoping head slim as a pinky finger , it paddles across his palm jerking side to side like a puppet on strings .
I	N/A		I	0	side	Five men standing side to side .
I	N/A		I	0	side	And she swings one foot forward , tipping the shoe back onto the heel , pivoting the toe side to side , watching it in mock concentration .
I	N/A		I	0	side	She jerks as if pitching a fit , thrashes her head side to side .
I	N/A		I	0	side	Klarpol , for her part , could not stop laughing , shaking her head side to side in disbelief at what she 'd just seen .
I	N/A		I	0	side	Samantha sat with her legs spread apart , and she stretched side to side , then face to the floor .
I	N/A		I	0	side	Side to side on the wood slats , I knew this and hated Jack for it , and nuzzled his pocket and hated him , and watched the moon slip between some clouds and hated him , and leaned my head into the crook of his arm and hated , yet forgave ,
I	N/A		I	0	side	He looks side to side .
I	N/A		I	0	side	He turned his head side to side like a bird , trying to find it again .
I	N/A		I	0	side	" Leap a lot , " I say . " Side to side .
I	N/A		I	0	side	She whispered , " She held me up , " and began to cry big , rolling tears down her cheeks , so that Dee and Loretta turned their backs to the flamingo and put their arms around my mother , swaying side to side .
I	N/A		I	0	side	She planted her feet slightly apart , with a kind of delicate , brilliant pleasure , a hot light in her ribs , and ever so gently began to rock the boat side to side , side to side , the way , she thought , a cradle should be rocked .
I	N/A		I	0	side	" Ben rolled his head side to side , like someone weighing a piece of iron in his they seem to think they can end slavery peacefully . "
I	N/A		I	0	side	I could tie something heavy to the end of a shoelace and swing it back and forth in front of my face and stare and stare , keeping my head real still , and letting my eyes go all side to side , and make myself get all spaced out .
I	N/A		I	0	side	The camera work was sort of Blair Witch style , going up and down , side to side , so that sometimes the running man was out of focus .
I	N/A		I	0	side	At night , just before the South Robert exit , the parking-lot of the truck stop to the immediate left will always be packed side to side with trucks , and inside them drivers are sleeping , engines purring patiently .
I	N/A		I	0	side	He swaggered side to side in the sofa , an old salt , ready to take on the tuna I said . 
I	N/A		I	0	side	It kept turning its snout side to side with its mouth open and trying to back up , its tongue a black wormy blob .
I	N/A		I	0	side	The laughter turned into a coughing fit , Paulson leaned forward , wobbled side to side and fell over .
I	N/A		I	0	side	The boat plunged , then levitated again , higher this time , plummeted once more and repeated the cycle a third time before sinking side to side .
I	N/A		I	0	side	Nearly losing his balance as the ship shook side to side , he stumbled toward the door , the velvet-cloaked statue still in his hand .
I	N/A		I	0	side	He did his usual thorough job of brushing : side to side , up and down , getting every tooth , even the tricky ones in back .
I	N/A		I	0	side	Nyssa 's head bobbed side to side as Reese , sitting one stair step above her , yanked at her hair with a brush .
I	N/A		I	0	side	He looked at me , took my chin in his hand , turned my head side to side .
J	N/A		J	0	side	Inside their thatched house , in which the daughters had grown up and in which they slept side to side on mats on a clay floor , they had a deaf nanny to watch over them .
I	N/A		I	0	side	His big piata head moved side to side , judging , as he framed all this beauty between his thumbs .
I	N/A		I	0	side	Malcolm sat behind his desk with his hands in his lap and his head retracted at the neck , eyes flicking side to side .
I	N/A		I	0	side	" Now W 's head goes side to side , side to side , as if it 's on a spring . "
I	N/A		I	0	side	I gestured hello , a kind of jutting out of one elbow while shaking my head side to side .
I	N/A		I	0	side	His huge , elongated head swung like a pendulum side to side and pulled his body forward so that his arms dangled .
I	N/A		I	0	side	I leaned But the boys next to me started moving side to side in time to the music and were bumping into my shoulders .
I	N/A		I	0	side	Soon we were all swaying side to side in long rhythmic shifts .
I	N/A		I	0	side	Flipping around side to side and watching herself do it .
I	N/A		I	0	side	Lark pushes his chair away because the racks slide out too hot , but the fan blurring side to side blows the sweet smell in circles even after the oven swallows the pans .
I	N/A		I	0	side	My father begins to sweep the flashlight in an arc , back and forth , side to side .
I	N/A		I	0	side	Roberta tilted her head side to side in front of the vanity 's mirror , touching up her eyebrows and adding blush to her cheeks .
I	I		I	0	side	The vessel rocked gently side to side .
I	N/A		I	0	side	Luke was hanging onto the sill of the roof of the pilot house his feet dangling and swinging side to side as the boat rocked with the rolling of the sea .
I	N/A		I	0	side	He adjusted his hands in his lap and sat there , smiling , rolling his head ever so slightly , not so much side to side as back and forth .
I	N/A		I	0	side	So between him and my brothers John , Mark , Matthew , Timothy and Luke , they lashed logs side to side and front and back on the barn door what was floating in the water that was rising .
I	N/A		I	0	side	He shakes his head slowly , side to side .
I	N/A		I	0	side	She leaned side to side , feeling the tug near her rib cage .
I	N/A		I	0	side	He blinks and gags , rips his head side to side .
I	N/A		I	0	side	Once Jada married Wellington , Lawrence disappeared and Darryl bopped side to side , doo-wopping as backup , waiting to sing lead in her chorus .
I	N/A		I	0	side	He swung his head side to side but could not crack his neck .
I	N/A		I	0	side	A twitch side to side .
I	N/A		I	0	side	It was a small cabin , and my hair brushed the lights if I stood , but I pushed back and forth off the walls , like a fish in a small tank , floating side to side .
I	N/A		I	0	side	You can talk all you want about how big Texas is , Slim thought , but until you go across the thing side to side , you have no idea .
I	N/A		I	0	side	The ponytail was wagging side to side . 
I	N/A		I	0	side	Charlie , eyes closed , shook his head side to side .
I	N/A		I	0	side	She was scolding me by waving her raised index finger side to side .
I	N/A		I	0	side	She looks side to side and then she gives in and nods . 
I	N/A		I	0	side	She spent another hour darting her side to side .
I	N/A		I	0	side	He choke-sobbing now , his head snapping side to side and spit ' shaking out his mouth .
I	N/A		I	0	side	The shuttle shifted side to side but bobbed closer as the probe arm dropped the line .
I	N/A		I	0	side	WHEN I INTRODUCED Torronio to Maestro Astolfo , the shadow master looked him over side to side , bottom to top .
I	N/A		I	0	side	The car had gone over without skid marks , directly into the lapse of barrier , then rolled longways , head to toe , rather than side to side .
I	N/A		I	0	side	I did , and we bopped our nonexistent selves up and down and side to side .
I	I		I	0	side	Record numbers of species were exterminated by human lack of understanding . " Gen shook his head side to side , human indication of disapproval .
I	N/A		I	0	side	Both men looked me over quite openly , up and down , side to side , four or five seconds , and then I shuffled forward and their attention moved behind me again .
I	N/A		I	0	side	The girl 's eyes shot to Yarni 's daughter , little Desi , who as if on cue with the cutest snaggle-toothed smile gave a half twirl , side to side , and a curtsey to better model the outfit . 
I	N/A		I	0	side	The Cowboys draft defense for speed side to side , but when they get in their own red zone they are n't big enough to shut down the tight end . 
I	N/A		I	0	side	Carl Ancelet pulled hard with his left arm to compensate , and his right leg , his one extraordinary leg , kicked up and down and side to side , as he glided down the pool .
I	N/A		I	0	side	Whatever the fuck it is , it slowly moves its head side to side , scissoring its teeth through what 's left of Brisson 's leg .
I	N/A		I	0	side	There were ladders that clung to the shelves and rolled side to side .
I	N/A		I	0	side	Take off your shoes wishbone arms swinging side to side . 
I	N/A		I	0	side	Women in helmetlike hats walked with skirts flipping side to side .
I	N/A		I	0	side	At each stop , he would lay two fingers in a limp palm and ask the patient to squeeze , or float his pen side to side across a fixed stare .
I	N/A		I	0	side	On her back now , she kicked and rolled side to side , trying to loosen our hold on her .
I	N/A		I	0	side	Toothbrush in right hand still moving up and down and side to side , left hand reaches for reading glasses lying on the little table next to the toilet .
I	N/A		I	0	side	Her right hand is still moving , slowly , side to side for a moment and then back up , bent at the elbow and palm down , unsteady but determined .
I	N/A		I	0	side	She came striding toward him , delivering a message of anger in the way her body jerked side to side . 
I	N/A		I	0	side	Reynolds 's head , as his neck twisted ftom side to side , seemed like a metronome helping them keep up the ftantic tempo .
I	N/A		I	0	side	She 's stocking cigarettes behind the counter , her silver-black braid swinging side to side .
J	N/A		J	0	side	In twin efforts , their bodies pressed side to side , they lifted , heaved , and slid the he said breathless . 
