Orig Label	Perturbation	Kat	Wes	GOLD	Subtype	Perturbation.1	N1	Sentence Raw Text
I	4	I			I	0	paycheck	You could call it trickledown economics , except that the only thing that trickled down was the sea of red ink that overwhelmed our state and local governments , forcing them to cut services and raise taxes on those who live to paycheck .
I	4	I			I	0	paycheck	The industry has exploded over the past decade by targeting the working poor who live to paycheck , on higher-income borrowers .
I	4	I			I	0	paycheck	It 's extremely frustrating and confusing for young adults who are living to paycheck and with five- figure student loan debts to see young families living in million-dollar houses .
I	4	I			I	0	paycheck	"She bought a financing , because the security of having a big cushion in savings and other investments is huge for me after living to paycheck for most of my life , "" says Tarling , now 40 ."
I	4	I			I	0	paycheck	And honestly , we were always to paycheck , struggling a bit , and Vivian always went without , being the youngest one .
I	4	I	I		I	0	paycheck	Once we get jobs and get settled , I know I 'm going to be a little tighter with my money , so I do n't have to live to paycheck . 
I	4	I			I	0	paycheck	 People who live to paycheck will not see much if any acceleration benefit .  
I	4	I			I	0	paycheck	This has nothing to do with people who live to paycheck . 
I	4	I			I	0	paycheck	Millions of full time lower and middle class employees live to paycheck , and their best hope may be a staycation .
I	4	I	I		I	0	paycheck	It 's like the difference between someone having a million dollars in the bank and someone who is living to paycheck . 
I	4	I			I	0	paycheck	Shaquil promised his wife that his pursuit , this to paycheck lifestyle , would have a pot a gold at the end .
I	4	I			I	0	paycheck	Simply put , Democrats need to expand their sensitivity-training courses to include people who live in small-town and rural America -- middle-class white voters , people who live to paycheck and whites who attend church at least once a week .
I	4	I			I	0	paycheck	Still , the family was living to paycheck .
I	4	I			I	0	paycheck	During the meeting , the city 's finance director outlined the various stresses on the city 's budget , telling residents and the council the city is largely operating to paycheck and that there are no cash reserves .
I	4	I			I	0	paycheck	We live to paycheck , but our paycheck is once a year .
I	4	I			I	0	paycheck	Yeah , well , it 's to paycheck as long as I 'm renting this place .
I	4	I			I	0	paycheck	Tommy 's dealin ' with his Wife , and his finances are a Mess , and the young guys , I Mean , those Julio fongulios are Livin ' to paycheck .
I	4	I	I		I	0	paycheck	i live to paycheck .
I	4	I			I	0	paycheck	But do n't want to be working to paycheck the rest of my life every day in retail .
I	4	I			I	0	paycheck	Nothing unusual - - they live to paycheck just like most honest hard-working civil servants on the island .
I	4	I	I		I	0	paycheck	We 're just dumb kids living to paycheck . 
I	4	I			I	0	paycheck	Other people my age live to paycheck . 
I	4	I			I	0	paycheck	You would n't have bought these things if you were living to paycheck . 
I	4	I			I	0	paycheck	Cause right now you 're livin ' to paycheck and the sad thing is , you 're working really hard . 
I	4	I	I		I	0	paycheque	At age 27 , she was living to paycheque as a pub manager when she began supplementing her income by selling Mary Kay cosmetics one or two nights a week .
I	4	I	I		I	0	paycheque	Weve always lived to paycheque and just made enough for our mortgage , household expenses , and paying off debts , with just a little left for fun .
I	4	I	I		I	0	payday	Many are living to payday , and some have houses paid for in cities like me , and are sick and tired of moving as they have moved enough over their lifetimes .
I	4	I	I		I	0	payday	We as Consumer 's do n't want to spend our Golden years living to payday , I surely do n't , and wo n't .
I	4	I	I		I	0	payday	I have friends who live to payday .
I	4	I	I		I	0	payday	A lot of us live sort of to payday . 
I	4	I	I		I	0	payment	"Many small suppliers are living "" to payment , "" says John Wilkerson , spokesman for TRW , which makes safety systems ."
J	4	J	J		J	0	pc	I use Mesh for to pc syncing on large folders that I do n't need in the cloud and also for multiple folders as you can only have 1 SkyDrive folder .
J	4	J	J		J	0	pc	Remote Desktop and 2 . to pc synchronization .
J	4	J	J		J	0	pc	When a remote user tries to do a to pc call to another remote user its fails but IM works .
J	4	J	J		J	0	pc	The main thing is that you do n't need a switch , so a to pc 10-gigabit link CAN be achieved for under 110 !
J	4	J	J		J	0	peer	Over the years , the illegal download and sharing of content on to peer networks has gained tremendous popularity , which directly harms the content owners who are left deprived of the millions of dollars of revenue they actually deserve .
J	4	J	J		J	0	peer	This tactic is because they can not shut down to peer or torrent operations .
J	4	J	J		J	0	peer	The reduction in information asymmetry in the marketplace and the ability to mobilize people , through the social graph messaging and data , have the potential to unleash to peer commerce
J	4	J	J		J	0	peer	Remember not all that long ago , and even currently , when the music industry R.I.A.A. ( Recording Industry Association of America ) was suing ' to peer ' file sharing software providers for ' making possible ' the sharing the internet , and individuals who used same , to share music files .
I	4	I	I		I	0	pen	The next hour 's spent wandering to pen , Rilla naming the strengths and weaknesses of the horses , pointing out stifle joints and gaskins , fetlocks and cannon bones , pasterns and the rest .
J	4	J	J		J	0	people	to people conversations--that 's what will win this election and , BTW , ultimately save democracy .
F	4	J	F	F	F	0	people	Sure , we can have fun and get excited about it along the way but in the end itTs not about the things , itTs about what the things give to the people ...... connect people to things and to people .
F	4	J	F	F	F	0	people	"While our planning and logistics have been refined ( a lot ! ) over the years , our passion and spirit of truly connecting "" to people "" has remained the same ."
J	4	J	J		J	0	people	This ubiquitous to people connection with real identities has significant implications for commerce and how we transact in the real world .
J	4	J	J		J	0	people	Within the first few days , several Facebook pages emerged , created on to people basis , to provide timely news and safety information .
J	4	J	J		J	0	people	Social and religious issues , politics , relationships ... to people ... things people could connect with and indirectly be reminded of very similar problems we face today .
J	4	J	J		J	0	people	Sponsored by the to people Ambassadors for Peace program , 50 U.S. child care professionals and guests left San Francisco on May 15 , 1994 aboard a China Airlines jet bound for Beijing , China .
F	4	F	F		F	0	people	I received this money because I introduced to people .
F	4	F	F		F	0	people	We had 12 years where we made this economy more unequal and unfair , and to move $40 billion off of upper-income to people barely above the poverty line , it seems to me , is not a good way to go .
F	4	J	F	F	F	0	people	It 's a really wonderful and revolutionary information resource , you know , which connects to people and people to information .
J	4	J	J		J	0	people	I think it 's going to be a lot more about to people communication .
J	4	J	J		J	0	people	So we 're going to have more gadgets and we 'll also have more to people communication .
J	4	J	J		J	0	people	So that 's the kind of to people communications possibility .
F	4	J	F	F	F	0	people	Connecting to people , buyers to sellers , face to face , it 's that personal touch that makes the difference .
J	4	J	F	J	J	0	people	I have long felt that it is to people more than governments that build bridges of hope , goodwill , mutual respect and understanding among countries and cultures.
F	4	J	F	F	F	0	people	It 's at its best when it works to connect to people or the information and services they are looking for .
J	4	J	J		J	0	people	"The campers should mingle while snapping and saying , "" to people "" ."
F	4	J	F	F	F	0	people	It must connecting to people , thoughts to ideas and knowledge into learning through the true erection of an enhanced conversation mechanism .
J	4	J	J		J	0	people	"The priority is to encourage around the world "" to people "" relationships ."
J	4	J	J		J	0	people	Dwight D. Eisenhower President Eisenhower in the Rose Garden with an early group of organizers of the ( then ) government sponsored to people organization .
J	4	J	J		J	0	people	With that in mind , let me highlight quickly three important dimensions of the work -- and the promise -- that lies ahead of us : strengthening strategic cooperation ; building shared prosperity ; and deepening to people ties .
J	4	J	F	J	J	0	people	"The phrase "" to people "" actually covers tremendous ground in our relationship : science and technology , educational exchange , civil society engagement and innovation ."
J	4	J	J		J	0	people	"It all began in the early 1950s under President Eisenhower 's "" to people "" program , a letter exchange that invited me into the personal lives of people all over the world through words and pictures ."
J	4	J	J		J	0	people	"Jerusalem is still at the core of this with the modern addition of crisis hopefully "" blows over , "" we will staff our embassies with culturally literate professionals and step up our "" to people "" exchanges with Middle Easterners ."
J	4	J	J		J	0	people	"Elizabeth Anderson of Edina , Minn. , who spent three weeks in Europe on a to people tour last summer when she was 14 , saw "" a few too many museums . """
F	4	J	F	F	F	0	people	It will connect to people and people to information .
F	4	J	F	F	F	0	people	It ought to connect to people - business people , common people , legislators ...
J	4	J	J		J	0	people	"Under a program begun by the Clinton administration and continued by President Bush , at least a dozen American companies have been issued licenses to operate "" to people "" educational tours to 's Office of Foreign Assets Control , which grants the licenses and enforces the Cuban travel ban , has taken a liberal view of what "" to people "" means ."
J	4	J	J		J	0	people	"The tour I took in November , operated by Cross-Cultural Solutions of New Rochelle , N.Y. , was probably more in line with what the Clinton administration had in mind when it approved "" to people "" programs ."
J	4	J	J		J	0	people	Within minutes of our arrival in the , we 're comrades in arms -- picking up the finer points of swing , boogieing to vinyl recordings of Sonny Rollins and Dizzy Gillespie , and discovering the true meaning of to people .
J	4	J	J		J	0	people	The best way to do that is through music , to people , educational and cultural exchanges . 
J	4	J	J		J	0	people	"Saying the new regulations will "" spur private sector activity and encourage entrepreneurship in Cuba , "" Commerce Secretary Penny toward increased engagement that will expand our economic relationship and strengthen our to people connections with Cuba . """
J	4	J			J	0	people	"Citizens with U.S. passports can easily obtain a "" tourist card "" good for 30 days by certifying that their trip falls into one of 12 categories , including journalistic , religious or educational activities , the latter of which includes a sort of catch-all "" to people "" category that most Americans I spoke with traveled under ."
F	4	F	F		F	0	person	Just because encampments have been not strewn throughout the human landscape , it is linked to person as well as cyber-logistically tied together everywhere through just about every means available .
F	4	F			F	0	person	Social media , above all , should revolve around connecting to person .
I	4	I			I	0	person	It makes me realise the importance of the to person experience in any form of study , particularly when it is about leadership .
I	4	I			I	0	person	What brings us together and defines us as decidedly American is different to person .
I	4	I	J	I	I	0	person	There 's no exact scale its all to person .
J	4	J			J	0	person	Reach out , to person , in those places .
J	4	J			J	0	person	However , I 'm of the opinion that faith based charity , especially to person is the best form of charity .
I	4	I			I	0	person	We 're going to person , mapping who will come out on caucus night .
J	4	J			J	0	person	To you the experts here , is it your primary task to find out if a company needs to be devoting more attention to to person sales , before embarking on the Google ranking challenge ?
J	4	J	J		J	0	person	Social Media is a to person engagement platform where long-term connections with people , brands , and product are fostered .
J	4	J			J	0	person	Tutor to the one very lucky child of an Indian merchant , while in Rome he spent his time his engaging with people , and if you 're a Christian you will recognize these Roman individuals moved by these anecdotes were talking directly to person with God , among them a condemned prisoner .
I	4	I			I	0	person	and if my memory serves me correct , Huddinge is part of Roslagstulls sukhus affiliated with Karolinska Institutet and Karolinska sjukhuset I think its important to stress that Mental illness is a psycho-social disability because it affects a person occassionally not always - its temporary or on/off depending on to person and case to case 
I	4	I	J	I	I	0	person	In cafes , diners , truck stops , buses , etc the movement has been growing to person .
J	4	J			J	0	person	Their plans have been severely damaged by to person education , but MEDIA not speaking of it by its properly branded name is CRIMINAL on its face , and still allows room for so many to still be corrupted by the lure of some promised future power .
J	4	J			J	0	person	You decide , but I am willing to risk a little to person interaction , and I view big huge openings through the center of dwellings as point a to point b , without trying to transact that into cultural capital at the expense of un-named people I victimize .
J	4	J	J		J	0	person	In fact , I have never seen a to person prater for healing that did n't have results .
J	4	J			J	0	person	I am sure this would be the case for to person sales .
J	4	J	J		J	0	person	I would prefer to person . it has been so frustrating . nevr sure if i should call and sometimes do n't know where to call .... very sad that have actually recieved any feedback or replies ... thank you I know the feeling .
J	4	J			J	0	person	You can quickly learn how your product will be working in the real world and also reply more proficiently in order to be able for you to help client requirements involving people which can help obtain information rapidly displayed in addition to boost pageviews and also product-use through to person .
J	4	J			J	0	person	I do n't use credit cards in to person transactions very often .
J	4	J			J	0	person	More than half of the mail in a typical inbox is newsletters or deals , 17% is social updates , and about 14% is to person email .
J	4	J			J	0	person	Given that I have a Live mail account for newletters , etc , and a Live mail account for to person ( and bills ) I do n't see any of these really helping .
I	4	I			I	0	person	Our best is going to vary to person .
J	4	J			J	0	person	All the charity I offer is direct , to person .
I	4	I			I	0	person	Words should have power because we give them power , day by day and to person .
J	4	J			J	0	person	Corporations are aware that to person could possibly is with different damaging experience .
I	4	I	I		I	0	person	But conservatism is not exactly winning as it is won on a to person basis , not on who we elect .
I	4	I			I	0	person	My God , if it 's spreading through the air , to person , by droplets , it 's ... it 's the plague .
J	4	J			J	0	person	This is n't a to person call , Mr. Kitz .
I	4	I			I	0	person	Stupid sex sickness go to person - two then four then eight , then everybody .
I	4	I			I	0	person	Nobody help nobody , people do bad stuff all over , first kill Kampuchea , Rwanda , Serbia , kill whole world - all because of stupid sickness go to person jiggy-jig . 
I	4	I			I	0	person	Otherwise , all communication was by word of mouth , to person .
J	4	J	J		J	0	person	That 's just the way he talked with me , as if I should have been an audience but , Princess Di , I just wanted to talk to him to person .
J	4	J			J	0	person	"I continued : "" He said that it is important that all of your verbal communication is done to person over the next few days . "" "
J	4	J			J	0	person	No email , no overnighting , no couriers ; I will carry my book into those offices , and I will deliver it to my editor , to person , hand to hand .
J	4	J			J	0	person	It is our opiate , drugging our will to resolve our own problems , to person .
J	4	J			J	0	person	 Austen deals not only across classes , but to person ,  she says .
J	4	J			J	0	person	" Photograph Jessica ( at Half Moon Bay with her plane )  had a full , wonderful , exquisite life , and she died in a I speak to my children to person , soul to soul , "" says Hathaway ( with her surviving daughter , Jasmine ) . "
J	4	J			J	0	person	"Great . the signed contract , asking , "" Tell me , though , to person :"
I	4	I			I	0	person	But each new host , regardless of its species , is like a lottery ticket for the virus , giving it yet another opportunity to evolve the characteristics that would enable it to spread to person .
J	4	J			J	0	person	God deals with the soul as to person , and so God can demand of one what he does not demand of others .
I	4	I			I	0	person	"Dr. Michael Parry , Thomas J. Bradsell Chair of Infectious Diseases , Stamford Hospital , told Newsweek he believes that the dissemination of the virus through municipal water supplies would not become an issue , "" to person , water features ( e.g. , swimming pools and water parks ) and even food-borne transmission certainly could occur . "
I	4	I			I	0	person	Lymphatic Drainage Facials ' which use mild suction help reduce water retention to person , research says it 's vital to sleep for 6 to 8 hours .
J	4	J			J	0	person	Like the Incarnation , our words are most effective when they are to person and face to face .
I	4	I			I	0	person	It is important to keep in mind that nontuberculous mycobacteria are environmental , and so unlike mycobacterial tuberculosis , generally this is not a to person transmitted disease .
J	4	J			J	0	person	"That one thing alone way and in the same way to person so you can make better decisions about who to hire based on their actual character , skills , experience , "" Patterson says ."
J	4	J			J	0	person	And we really are focused on the to person space and really making that experience better .
J	4	J	J		J	0	person	And we notwithstanding , investments in not only the core business but also new business , our regional business and our to person payments business .
J	4	J			J	0	person	Remember , our core mission is to make to person trading on the Internet easier , better , faster and more fun and the rationale behind the Billpoint acquisition was today our users conduct an annualized gross merchandise run settled by check or money order .
J	4	J			J	0	person	It 's very much about the connections to person , but these huge emotions and these huge personal conflicts that sort of take over .
I	4	I			I	0	person	There are many diseases that are transmitted to person through the hands .
I	4	I			I	0	person	It is not contagious to person .
I	4	I			I	0	person	@!Mr-FIMLEY : It has to be done one person at a time , to person .
I	4	I			I	0	person	It 's a very rare event in Hong Kong , and as you pointed out , some of those individuals were certainly immunologically compromised and it did n't spread to person , and there was relatively small numbers of infections that occurred in spite of tremendous amount of exposure .
I	4	I			I	0	person	It is not exchanged to person .
J	4	J			J	0	person	to person , Edward R. Murrow , our revered former broadcaster , he did -- and remember how he used to do it , he 's like you in the studio and then the cameras went to the house .
J	4	J	J		J	0	person	And should smallpox be introduced back into the world and the fact that it can be transmitted to person after it has occurred in that first group risk here of having it be a catastrophic event with even just a couple of cases .
I	4	I			I	0	person	In terms of communicable diseases that we are familiar with , smallpox does not spread to person as easily as many others .
I	4	I			I	0	person	Oh , well , clearly it 's the one that I think has a sense of causing the greatest catastrophic effect , meaning that a couple of cases could shut down the airplanes of the country , etc. , just because people 's fear of it being transmitted to person , that there could be additional releases .
J	4	J	J		J	0	person	I think at the moment thought it looks as if the majority of transmission is direct to person contact .
I	4	I			I	0	person	And now she 's beginning to feel a little bit week , but it changes to person .
J	4	J	J		J	0	person	But there are other ways to do it even more secretly , instant messaging or messaging to person , if you know who you 're talking to .
J	4	J	J		J	0	person	It 's contact ... @!Dr-DIXON : And this is a people ... @!STAHL : ... to person .
J	4	J			J	0	person	WHITFIELD : Yes , all of this has been very engaging because no matter where you go , whether it 's on line or whether it 's to person , everyone has something to say about expectations for what 's next .
J	4	J			J	0	person	In this to person chat with the legendary Edward R. Murrow , Groucho and his daughter , Melinda , reflect on his life and career .
I	4	I			I	0	person	You do n't want them soliciting to person .
J	4	J			J	0	person	Now , of course , the reason for my trip is human , to person contact .
J	4	J			J	0	person	You can actually waive a to person interview and get your visa .
J	4	J			J	0	person	Depending on how long they 've been studying and how they study ( actual to person interaction instead of reading and memorizing , ) people like the Japanese Kei Hosogai ( who lived in Seattle for quite a while ) and the Swedish Marie Serneholt ( who had an American English teacher ) surprise a lot of people when they speak English with nearly flawless American
J	4	J			J	0	person	Mitt has been a man of service and compassion where the rubber meets the road ... to person .
J	4	J			J	0	person	I 'm here to face you , to person .
J	4	J	J		J	0	person	Republican voters should be talking these points up to person between now and November ( because you know the Legacy media wo n't ) .
J	4	J			J	0	person	to person contacts also negates the advantages of money ; you can make a far better impression in person and your influence can make a huge
J	4	J			J	0	person	As Todacell is NOT a blind network , I suggest that contact them the old way : to person ... and get their story !
J	4	J			J	0	person	He and Terri slowly begin to communicate to person .
J	4	J			J	0	person	We must automate the common tasks , and fully leverage our human capital for things that require reasoning , personality and to person interaction .
J	4	J			J	0	person	It is a connection to person with our neighbors and their works of art rekindling a true community spirit and celebration .
J	4	J			J	0	person	The primary purpose of communal living during the late 1960s and early 1970s was to repersonalize a society , making to person relations the core of existence to promote greater intimacy and fuller human development ( Kanter 213 , 8 ) .
J	4	J			J	0	person	So in a to person context how do you deal with it ?
J	4	J			J	0	person	The Way to Happiness , to person , hand to hand , calm will flow outward and outward .
J	4	J			J	0	person	countries and read their posts to see what they 're up at times , but it 's not the same as to person contact , voice , human to human which is the world I operate in .
J	4	J			J	0	person	I do n't care what people do in their own lives either , well I care in so much as I 'm Christian and I hate seeing people destroy themselves and to person I would appeal to their better natures , but just because I 'm a Christian does n't mean I want to force anything on anyone .
J	4	J	J		J	0	person	as adequate for media creation as the real media creation tools , and even though you can become a seller over the network , you have to pass through Apple 's gate to accept what you do , and your chances of doing well are very small , and it 's not a to person thing , it 's a business through a hub , through Apple to others , and it does n't create a middle class , it creates a new kind of upper class .
I	4	I			I	0	person	My answer has never changed between to person .
J	4	J			J	0	person	IBMers complain that some people find it easier to be more critical via E-mail than they would be to person .
J	4	J			J	0	person	Had Stephen Glass contacted me and just , to person said , ' Please do n't do this . ' 
I	4	I			I	0	person	"Bush , responding to concern about the rising casualty toll , said , "" There 's no question we have a security issue in Iraq , and we 've just got to deal with it to person ."
I	4	I			I	0	person	For us it 's not a matter of throwing money or time or help as a one-time band-aid , but rather of instilling hope to person , one by one . 
I	4	I			I	0	person	"The World Health Organization estimates that in a "" best- case scenario , "" avian flu spreading to person would kill 2 million to 7 million worldwide and sicken tens of millions ."
I	4	I			I	0	person	It 's a little thing , Domonique says , but the theater kids let her play Telephone , the game that starts with a phrase or sentence that is whispered , to person , until the last player pronounces the words , usually mangled beyond recognition . 
I	4	I			I	0	person	 A lot of it is to person , expressing our support and helping them weave through the thicket .  
J	4	J			J	0	person	"Lennertz says only that "" the philosophy behind World Book Night has been about physical books in physical places , handed out to person . "" "
I	4	I			I	0	person	"But this new study demonstrates the contrary : "" A total of 21 of the 23 cases were acquired by to person transmission in hemodialysis units , intensive care units , or in patient units in three different health care facilities . "" "
I	4	I			I	0	person	TB is an airborne infectious disease caused by bacteria that spreads through the air , to person , when someone coughs or sneezes .
I	4	?		I	I	0	person	"There is a 25-year war between to person , village by village , city by city , province by province , and tribe against tribe , "" he told the tribunal . """
J	4	J	J		J	0	person	to person ... Randy Weaver ... in your mountaintop cabin on Ruby Ridge in Northern Idaho 's panandle ... just down the mountain , on all sides , you 're surrounded , you know ... by more than 200 marshals and FBI agents and state police ... local Sheriff 's deputies .
I	4	I			I	0	person	Assuming that plague bacteria is spread to person kinyoun quarantines the mostly Asian passengers and crew .
I	4	I			I	0	person	Almost to person , it 's completely that way .
J	4	J	J		J	0	person	It was n't a to person call , Mr . McCoy .
I	4	I			I	0	person	"Ten years ago , doctors suspected that this "" Andes strain "" of the virus could be spread to person ."
J	4	J	J		J	0	person	You have a to person call , Fairfax 2231 .
I	4	I			I	0	person	We 'll take everyone downstairs , go to person .
I	4	I			I	0	person	It is not yet known whether the virus is transmitted via these insects or to person .
J	4	J			J	0	person	 Cause if that 's the case ... then I really got to work on my to person demeanor .
J	4	J	J		J	0	person	I 'm calling Jesus to person 
J	4	J			J	0	person	How much of the written lesson plans cover the steps in teaching , the interactional , the to person - process - is it a viable percentage or are we leaving process to chance ?
I	4	J	I	I	I	0	person	He presents well clinically and made a favorable impression on a to person basis .
I	4	I			I	0	person	Shigellosis often is not foodborne ; it is more commonly spread to person .
J	4	J			J	0	person	Instead to person , using photocopied sheets or rewritten activities whose original source is long forgotten .
I	4	I			I	0	person	The primary reported mode of transmission in most AGE outbreaks was to person ( 2,271 52% ) , followed by foodborne ( 1,513 35% ) , waterborne ( 65 2% ) , animal contact ( 44 , 1% ) , and environmental contamination ( 9 , 0.2% ) 
I	4	I			I	0	person	For evaluation of reporting timeliness , we selected 6 notifiable diseases that are transmitted to person and for which sufficient data on total reporting delays ( DOR ) are available in the notification system used in the Netherlands 
J	4	J			J	0	person	This shows the ideal remittance transfer would be a direct to person electronic remittance through a system users can trust without a high cost .
J	4	J	J		J	0	person	Technical cooperation which involves to person relations , appeared to be more productive , than the financial aid transfers administrated by both donors and beneficiary bureaucratic structures .
I	4	I	I		I	0	phone	There are over a billion cell phones in use world wide , however every phone requires writing to separately ( yes even all those different flavors of Java are different to phone .
J	4	J	J		J	0	physician	The best decision , of course , depends on how much less you can pay for the previous year 's model than for the new year 's model and on whether the new 4 successful strategies for to physician marketing to help speed up the relationship process and increase physician referrals and retention . 
J	4	J	J		J	0	physician	This is to physician here .
F	4	F	F		F	0	pi	What is the integral of the sine function of minus to pi , anyone ?
I	4	I	I		I	0	picture	Our expressions , to picture ?
F	4	J	F	F	F	0	piece	A work is not created by starting in one place and finishing in another , by attaching to piece .
F	4	F	F		F	0	pigs	This created what was essentially a cannibalistic feeding loop , as cows consumed the remains of other cows , sheep were fed to sheep , to pigs , chickens to chickens and so forth .
F	4	F	F		F	0	pimp	Vallejo 's mot lends itself to universalization ; you could build a cartel with it : help the to pimp , the slavemaster to enslave -- terrible thought .
I	4	I	I		I	0	pitch	You 've got to adjust , to pitch , hitter to hitter , pitcher to pitcher .
I	4	I	I		I	0	place	Can you go into that a little bit because you 're not just romanticizing this idea , you are actually jumping in the car and going to place and living the life in that area .
F	4	F	F		F	0	place	So , Rush could deliver ears , and appear to be a good enough to place ads ( especially given the usually automatic , indiscriminate way ads are often placed ) , but on closer examination , not worth it .
I	4	I	I		I	0	place	A trip like that , to place , lake to lake , ocean to lake or whatever . . . .
I	4	I	I		I	0	place	to place , or man to man , they might compete ; but where the weight of the railroad was flung into one scale , it was strange indeed if the other did not kick the beam .
I	4	I	I		I	0	place	But when I returned to Canada I could speak to so many more people , like even right now the reason I 'm going to place , school to school , is to talk to people , to say , ' Listen , here 's a problem .
I	4	I	I		I	0	place	"At night , I go to place , staying with friends , home to home , "" she said . """
I	4	I	I		I	0	planet	What meaning was there in a zerodepth routine of traveling to planet , speaking language after language for only a few days at a time and never arriving anywhere ?
I	4	I	I		I	0	planet	We had to take a cab back to our base on and I began going to planet looking for the company car .
I	4	I	F	I	I	0	plant	Not enough to be more than one of the slower cycles of to plant , as leaf is devoured and then taken back up by roots .
I	4	I	I		I	0	plant	I Think it is not enough , because the costumers migt not recognise what that mean , or ignor for what Vilpesh Vilpesh Y. Authority and Responsibility of QAM can be differ to plant , organization to organization and product to product .
I	4	I	J	I	I	0	plant	The to plant and row to row spacing was maintained 10 and 30 cm , respectively .
I	4	I	J	I	I	0	plant	During June 2011 , the F1seeds were sown in the field using a triplicated randomized complete block design ( RCBD ) keeping to plant and row to row distances as 30cm and 75cm , respectively , with controlled application of water ( T1 ) as normal irrigation .
F	4	J	F	F	F	0	plastic	Then there 's the problem of sticking to plastic .
I	4	I	I		I	0	play	The official is consistent during a game ( to play , quarter to quarter , half to half ) when having similar or like plays .
I	4	J	I	I	I	0	player	"Up and down the sidelines , while the Lions fans tried to blow the roof off Ford Field , there was one message that spread to player , teammate to teammate : """
I	4	I	B		I	0	point	time of year may not be the best - days are short and can be gray and dark and dank or could taking trains much at all thru Switzerland then look at the Swiss Pass or its alternatives - the Half-Fare Card , Swiss Transfer Ticket or Swiss Card or just buying regular to point tickets .
I	4	I	B		I	0	point	to point means the trip is faster and free parking means it costs less .
F	4	F	F		F	0	point	Three objectives he outlined : one , a possible objective , and that may be an important to point -- to underscore at the moment -- number one , to oppose Serb aggression .
I	4	I	B		I	0	point	But it is inefficient , and to point is really the most efficient , and that 's why Southwest and JetBlue are doing and have done so well .
I	4	I	B		I	0	point	Think to point , instead of going through a hub that could end up costing you time and money , in terms of delays or lost bags .
I	4	I	B		I	0	point	The distance is an approximation and does not account for driving distance , just to point .
I	4	I	B		I	0	point	The game was less tactical and more ' to point ' style exploration .
J	4	J	J		J	0	point	This implies that a station may either transmit data , or receive data , but never both to simultaneously exchange data over a to point link that provides independent transmit and receive paths .
I	4	I	J	I	I	0	point	Can you deliver a narrow-band transmission to point ... without the Trigati intercepting it ?
I	4	I	J	I	I	0	point	We 've adjusted the Stellarcom to transmit on a broadband frequency ... rather than to point .
I	4	I	J	I	I	0	point	I got the walkie on to point .
F	4	F	F		F	0	point	"The key distinction is not between metaphor and simile , Soskice argues , but between "" illustrative simile , and modeling simile "" a subject that is reasonably well known "" to explain "" a state of affairs beyond our grasp , "" whereas the former "" compares to point , two known entities "" ( 60 ) ."
F	4	F	F		F	0	pointers	My meta-memories , my pointers to ideas , started being replaced by meta-meta-memories , by to pointers to data .
F	4	F	F		F	0	pointers	Each day , my brain fills with these quasi-memories , with pointers and with to pointers , each one a dusty IOU sitting where a fact or idea should reside .
F	4	F	F		F	0	points	Having some way to document weekly progress and compare goal to points earned is imperative .
I	4	I	B		I	0	pole	the NOAA three dimensional global to pole variation in atmospheric CO2 over about a ten year period , is quite enough to convince me that there is simply no way that atmospheric CO2 can be well mixed 
J	4	J	I	J	J	0	port	In one class at Port Revel two ships in the Suez Canal were heading toward each other and intending to pass to port .
F	4	F	F		F	0	pos	"If the bytes with positions to pos +2 in s are exactly equal to 0x2D , 0x2D , 0x3E respectively ( ASCII for "" --&gt; "" ) , then increase pos by 3 and jump back to the previous step ( step 5 ) in the overall algorithm in this section ."
I	4	I	I		I	0	poster	So we tracked it , to poster , piling up layers of onionskin ads .
F	4	F	F		F	0	power	China 's rulers , opposing to power , mean to break this circle , binding the river god in an adamantine net .
F	4	F	F		F	0	power	Every time we receive here , we can generate enough to power about nine homes .
I	4	I	F		I	0	power	to power , you 've much to learn , taller or shorter , I 'll make you burn .
J	4	I	J	J	J	0	practitioner	Only to practitioner is that possible .
J	4	J	J		J	0	president	The fact that it 's now raised to level of the president and to president , that is a big step .
J	4	J	J		J	0	president	Duran privately to president I 'm available if you need me 
F	4	J	F	F	F	0	pret	And there was the danger , that attraction of to pret , regardless that most demons and vampires barely tolerated each other .
I	4	I	I		I	0	prison	And they then ranged to prison or cell block to cell block , if you will .
I	4	I	I		I	0	prison	Was my mama taken by those men because she 's been in to prison you cross paths with people do n't have your best interests at heart .
J	4	J	J		J	0	prisoner	So here he is offering advice to prisoner in a sense .
J	4	J	J		J	0	prisoner	May I talk to this man alone , - to prisoner ?
F	4	F	J	F	F	0	product	Like nutritional label the second label alternatives are n't going to be terribly useful until all products can them and you can compare to product .
J	4	J	J		J	0	professional	personal commitment in a specific talent area that allow them to interact as to professional .
J	4	J	J		J	0	professor	He even visits Petrucci 's office -- to professor -- to insist that his colleague do the fight thing and take some responsibility .
J	4	J	J		J	0	professor	Of course to professor .
J	4	J	J		J	0	programmer	You are currently viewing the BOOK : Professional Java Development with the Spring Framework section of the Wrox to programmer discussions .
J	4	J	J		J	0	programmer	You are currently viewing the Visual C++ 2005 section of the Wrox to programmer discussions .
J	4	J	J		J	0	programmer	You are currently viewing the Beginning PHP section of the Wrox to programmer discussions .
F	4	F	F		F	0	programs	The purpose of this study was to examine the effectiveness of a curricular module in promoting physical fitness in 5th and 7th grade students by comparing fitness outcomes of customary physical education to programs which implemented the AAU Developmental Physical Fitness Curricular Module .
I	4	I	I		I	0	project	Back then , he says , most workers worked to project .
