Orig Label	Perturbation	Subtype	Orig Label.1	Perturbation.1	True NPN	N1	Sentence Raw Text
N	2	F	N	0	N	points	Having some way to document weekly progress and compare goal to points points earned is imperative .
Y	2	B	Y	0	N	pole	the NOAA three dimensional global to pole pole variation in atmospheric CO2 over about a ten year period , is quite enough to convince me that there is simply no way that atmospheric CO2 can be well mixed ; given that the annual cyclic CO2 variation at Mauna Loa is about 6 ppm peak to peak , with about a 5 month fall time and a seven month rise time ; BUT , at the north pole this same cyclic vartiation is 18 ppm peak to peak ; not 6ppm ; and at the south pole it is only about 1 ppm , instead of 6
Y	2	I	Y	0	N	port	In one class at Port Revel two ships in the Suez Canal were heading toward each other and intending to pass to port port .
N	2	F	N	0	N	pos	"If the bytes with positions to pos pos +2 in s are exactly equal to 0x2D , 0x2D , 0x3E respectively ( ASCII for "" --&gt; "" ) , then increase pos by 3 and jump back to the previous step ( step 5 ) in the overall algorithm in this section ."
Y	2	I	Y	0	N	poster	So we tracked it , to poster poster , piling up layers of onionskin ads .
N	2	F	N	0	N	power	China 's rulers , opposing to power power , mean to break this circle , binding the river god in an adamantine net .
N	2	F	N	0	N	power	Every time we receive here , we can generate enough to power power about nine homes .
N	2	F	N	0	N	power	to power power , you 've much to learn , taller or shorter , I 'll make you burn .
Y	2	J	Y	0	N	practitioner	Only to practitioner practitioner is that possible .
Y	2	J	Y	0	N	president	The fact that it 's now raised to level of the president and to president president , that is a big step .
Y	2	J	Y	0	N	president	Duran privately to president president I 'm available if you need me There are no conditions , Mr . President
N	2	F	N	0	N	pret	And there was the danger , that attraction of to pret pret , regardless that most demons and vampires barely tolerated each other .
Y	2	I	Y	0	N	prison	And they then ranged to prison prison or cell block to cell block , if you will .
Y	2	I	Y	0	N	prison	Was my mama taken by those men because she 's been in to prison prison you cross paths with people do n't have your best interests at heart .
Y	2	J	Y	0	N	prisoner	So here he is offering advice to prisoner prisoner in a sense .
Y	2	J	Y	0	N	prisoner	May I talk to this man alone , - to prisoner prisoner ?
Y	2	J	Y	0	N	product	Like nutritional label the second label alternatives are n't going to be terribly useful until all products can them and you can compare to product product .
Y	2	J	Y	0	N	professional	personal commitment in a specific talent area that allow them to interact as to professional professional .
Y	2	J	Y	0	N	professor	He even visits Petrucci 's office -- to professor professor -- to insist that his colleague do the fight thing and take some responsibility .
Y	2	J	Y	0	N	professor	Of course to professor professor .
Y	2	J	Y	0	N	programmer	You are currently viewing the BOOK : Professional Java Development with the Spring Framework section of the Wrox to programmer programmer discussions .
Y	2	J	Y	0	N	programmer	You are currently viewing the Visual C++ 2005 section of the Wrox to programmer programmer discussions .
Y	2	J	Y	0	N	programmer	You are currently viewing the Beginning PHP section of the Wrox to programmer programmer discussions .
N	2	F	N	0	N	programs	The purpose of this study was to examine the effectiveness of a curricular module in promoting physical fitness in 5th and 7th grade students by comparing fitness outcomes of customary physical education to programs programs which implemented the AAU Developmental Physical Fitness Curricular Module .
Y	2	I	Y	0	N	project	Back then , he says , most workers worked to project project .
Y	2	I	Y	0	N	property	to property property , kitchen gleamingly equipped as , maybe , a surgeon 's operating theater , deep rooms interleading , wide staircase , bar , patio .
Y	2	J	Y	0	N	provider	It allows secure communication between pt and provider , to provider provider , self-pay collection by pts and electronic prescribing and other things , too .
Y	2	J	Y	0	N	pupil	Right into my eyeballs , to pupil pupil , never blinking .
N	2	F	N	0	N	puppet	The magical but macabre scenes in which Day-Lewis and Dano trade off playing to puppet puppet master are some of the most captivating in 21 st century film .
Y	2	J	Y	0	N	purpose	But organizations could accomplish much more if they relied on the passion evoked when we connect to others , to purpose purpose .
Y	2	I	Y	0	N	putt	The clubhead sends the ball on a smooth , pure roll almost instantly ; testers are impressed with the polymer insertit 's super consistent to putt putt , which makes it a snap to dial in distances ; lightish head with a fair amount of pop .
Y	2	I	Y	0	N	quadrant	Barons gamble to quadrant quadrant .
Y	2	I	Y	0	N	quarter	Hence , hiring/firing is managed to quarter quarter , capital investments put on hold if earmings misfire by a penny or two .
Y	2	I	Y	0	N	quarter	It 's the tyranny of the shareholder -- judge me to quarter quarter .
Y	2	I	Y	0	N	quarter	The question is why do CEO 's make millions in shady compensation ( stock options , equity , special dividend payouts ) paid out at other workers detrment for margin expansion ( neutral growth/rev &; exp cuts- i.e layoffs , outsourcing ) in an near sighted to quarter quarter effort to increase stock price .
Y	2	I	Y	0	N	quarter	to quarter quarter though he could be dismissed at any time during any quarter . #
Y	2	I	Y	0	N	quarter	HARVEY JONES , CEO , Synopsys : Clearly , when companies get onto the treadmill of just trying to match expectations to quarter quarter , they 're not able to make the investments that clearly are important for the long term .
Y	2	I	Y	0	N	quarter	These companies operate to quarter quarter .
Y	2	I	Y	0	N	quarter	And defense tends to bounce around a lot to quarter quarter .
Y	2	I	Y	0	N	quarter	Their main goal is to increase stock prices to quarter quarter .
Y	2	I	Y	0	N	quarter	Stop looking to quarter quarter .
Y	2	I	Y	0	N	quarter	"6 . Initial jobless claims have fallen back into the 350,000 range , a very positive indicator for the overall hiring situation in the U.S. 7 . U.S. "" real "" ( i.e. , inflation-adjusted ) third quarter GDP growth was +2.0% to quarter quarter annualized , the same as in Q1 , but may suffer on account of Hurricane Sandy ."
Y	2	I	Y	0	N	quarter	These evolutions take time , and it 's hard to explain to Wall Street -- which thinks to quarter quarter -- that you need two or three years to make substantive changes .
Y	2	I	Y	0	N	quarter	Private equity investors now control more than $1 trillion , a development that can be attributed the realization that the management of many public companies is constrained by public opinion and expectations , most critically the need to manage earnings to quarter quarter .
Y	2	J	Y	0	N	quarterback	"As they walked the fairways , they could talk , to quarterback quarterback , Bronco to Bronco . """
N	2	F	N	0	N	race	"The authors therefore argued for "" the inference that so-called race feeling in this country is much more a product of tensions and quasi-psychoses born of our own national experience than of any factors inherent in the relations of to race race . """
N	2	F	N	0	N	rates	Regulations prohibiting these night sets were simulated by selecting time limits ( sundown and 15 , 30 , 45 , 60 , 75 , and 90 minutes before sundown ) , eliminating both day and night and comparing the new total ( day and night sets combined ) mortality to rates rates before any sets were eliminated .
N	2	F	N	0	N	rats	We throw to rats rats .
N	2	F	N	0	N	rats	For example , Dow-Edwards and colleagues ( 1990 ) compared brain activity of nonexposed adult to rats rats exposed to cocaine during the period roughly equivalent to The two groups of rats were pair-fed to control for environmental variability .
N	2	F	N	0	N	reactions	to reactions reactions to other reactions throughout the present and past ?
Y	2	J	Y	0	N	reader	Mindy Klasky : I totally agree with you that to reader reader enthusiasm is contagious .
N	2	F	N	0	N	reality	They 're sort of this great machine spewing out an alternative to reality reality every minute of the day .
N	2	F	N	0	N	reality	Kant points out , however , that comparing our experience of to reality reality itself is impossible .
N	2	F	N	0	N	realtor	They have appeared even in the suburban malls and edge cities where only a few years ago , the call of to realtor realtor was the only sound to be heard .
N	2	F	N	0	N	reason	Without wonder there would simply be no to reason reason .
N	2	F	N	0	N	recovery	"Some Dutch carry a will requiring active euthanasia to be performed on them "" in case of bodily injury or mental disturbance of which no to recovery recovery and dignified existence is to be expected . "" Recently , these wills have begun to be replaced by small plastic cards ."
Y	2	I	Y	0	N	reel	The trouble is , there 's so much to like , whether it be to reel reel or animation .
Y	2	I	Y	0	N	region	Internet infrastructures can barely handle to region region , last thing i want is laggy intercontinental play where its travelling half way across the world .
Y	2	I	Y	0	N	region	Since the brands differ store-to-store , to region region , this giveaway would help me decide if I 'd like Sempio as much as you do : )
Y	2	I	Y	0	N	region	Unless you know German or one of the many Swiss dialects found to region region , language may be something of a barrier .
Y	2	I	Y	0	N	region	The African American sermon is a complex oratorical to denomination , to region region , and era to era .
Y	2	I	Y	0	N	region	The system reflected the Legislature 's understanding that California 's water-pollution issues varied to region region , depending on topography , population , precipitation and economic development .
Y	2	I	Y	0	N	region	Yet to region region , apparently in response to variations in the policies and the enthusiasm of local party officials in promoting and implementing family planning .
Y	2	I	Y	0	N	region	One can think of numerous instances in which citizens , or officials acting in their stead , have faced questions regarding when governmental authority should to country or to region region should be regulated , what legitimate means are available to public employees to express dissatisfaction with working conditions , or who is responsible for improving conditions experienced by the poor .
Y	2	J	Y	0	N	reporter	So we compromised : I would raise the allegations , but only in a single question , to reporter reporter , to let him know what was coming .
Y	2	J	Y	0	N	reporter	 I 'm curious about just as to reporter reporter , to what -- clearly the White House is on the defensive about the coverage they 're getting .
N	2	F	N	0	N	requirements	This had the effect of changing fixed capital to requirements requirements that varied by to regulate the over-the-counter ( OTC ) market in credit default swaps ( CDSs ) voluntary contracts in which investors agree to be liable for other investors ' unpaid debts .
N	2	F	N	0	N	residents	closer cooperation between the state survey agency and the ombudsmen program ; and better information for providers , including that which will help them compare their to residents residents at other facilities across the region , state , and nation .
N	2	F	N	0	N	responses	Tellevik , Martinsen , Storlilokken , and Elmerskog ( 2000 ) demonstrated that in learning to travel a mobility route , anticipatory responses to landmarks occurred more frequently and earlier than did anticipatory to responses responses to environmental features may be associated with various mental constraints in learning a route .
N	2	F	N	0	N	ridgetop	For instance , Nimiipuu adaptive strategies include hard-fought capital-driven processes like treaty-based litigation and coming up with innovative environmental solutions of implementing Nimiipuu knowledge of to ridgetop ridgetop watershed protection and restoration for rearing and spawning habitats and the protection of water quality .
Y	2	B	Y	0	N	river	Maybe in a few years we can put them on 42nd and 34th running to river river , and down Fifth Avenue , too .
Y	2	I	Y	0	N	river	I learned the best pattern to cover the most blocks without overlapping footsteps , the snake , rive to river , east to west , down a block , to river river , west to east .
Y	2	B	Y	0	N	river	I got 110th to 155th , to river river , I 'm all right .
Y	2	J	Y	0	N	rodent	to rodent rodent , no problem .
Y	2	I	Y	0	N	roof	We had to build bridges to roof roof , and underground passageways .
Y	2	I	Y	0	N	roof	They were walking to roof roof , which is not an unusual thing to do in some urban neighborhoods .
Y	2	I	Y	0	N	roof	Fallujah still haunts those who fought - jumping to roof roof and blasting through windows and doors night and day for weeks - to hunt down every insurgent in a city largely emptied of its 300,000 civilians .
Y	2	I	Y	0	N	rooftop	Then looks over his shoulder to witness - # THE MOTORCYCLE # going full throttle to make the final to rooftop rooftop jump .
Y	2	I	Y	0	N	room	Oh wait , then I would be the one who has to go to room room to collect the dirty clothes !
Y	2	I	Y	0	N	room	You can make sure your home is safe for your kids by walking around to room room , looking at all your outlets .
Y	2		Y	0	N	room	I went back in daytime with owner not there and asked to be in house alone for a good 45 minutes and go to room room .
Y	2		Y	0	N	room	Blades went to room room through kindergarten and second-grade classrooms .
Y	2	I	Y	0	N	room	I was dressed all wrong for walking through the Driskill Hotel grand lobby and foyers , going to room room , sampling foods , while balancing iPhone notepad , camera , drink in plastic cup , and plastic plates of various foods .
Y	2		Y	0	N	room	Go to room room removing anything you don ; t need and selling it .
Y	2	I	Y	0	N	room	Teresa wandered to room room , not exactly avoiding thoughts of Jason , but neither did she go straight to the photo album , shelved between the bound-paper encyclopedia and her husband 's collection of rare comic books .
Y	2	I	Y	0	N	room	She circled her house , to room room for hours .
Y	2	I	Y	0	N	room	The museum was filled with visitors on the opening day of the exhibit , although no one that I 'd invited had been able to make the long trip to be and receded to room room .
Y	2		Y	0	N	room	I walked to room room .
Y	2		Y	0	N	room	COPS THREE and FOUR go to room room making sure no one else is lurking .
Y	2		Y	0	N	room	Sundaythe day of restElaine sitting in every chair , to room room , thinking .
Y	2		Y	0	N	room	Going to room room , Max resumes her search for the missing girl .
Y	2	I	Y	0	N	room	She enters the house , walks past her son lying there on the floor , and goes into to room room , yelling the baby 's name , turning over cushions and mattresses and opening drawers and cabinets .
Y	2		Y	0	N	room	The table holds the pouring and crashing and banging while Nonie walks hard and fast in and out of the kitchen and he can feel her stepping to room room to room .
Y	2		Y	0	N	room	"You really-you do n't remember ? "" "" Well , maybe once them out again behind her as she goes to room room , down the three steps and through the sunken living room , its shag rug and tall oak furniture , the mahogany sideboard , then up again into the hallway and through that to the kitchen . """
Y	2	I	Y	0	N	room	to room room he searches for Andris , finally the last room un-searched sits at the end of the hall , slowly he approaches .
Y	2	I	Y	0	N	room	As she went to room room , she noted on her sheet that the appliances were missing .
Y	2		Y	0	N	room	Evenings were filled with the sound of Grigori 's hard boots pacing across the floorboards of the large manor , walking to room room . #
Y	2		Y	0	N	room	Alert for drafts , he wandered to room room , absentmindedly checking windows that he knew were closed .
Y	2		Y	0	N	room	Prancing to room room , strutting a body that could turn heads , Maria de los Angeles looked just like Ally , if a little gone in the eyes .
Y	2		Y	0	N	room	Alex crossed to sit in the wheelchair , which sat in the corner -- the three of them often practiced with it , made up games and timed themselves going to room room .
Y	2		Y	0	N	room	Isabelle would follow him ftom to room room at home , would try to leave with him in the mornings unless their mother held her back .
Y	2		Y	0	N	room	She 'd search to room room to room .
Y	2	I	Y	0	N	room	"On the landing outside , the French milice were going to room room , banging on doors with their batons . "" Get up !"
Y	2		Y	0	N	room	"For the first few weeks after I 'd arrived , I 'd followed my grandmother everywhere : to room room in the apartment , store to store on her interminable grocery runs , and once a week to Emma Abramovna 's , to drink tea and talk about the old days , Emma Abramovna in a cheerful key , know has died , "" my grandmother liked to say ."
Y	2		Y	0	N	room	Still , I have drifted to room room , farewelling the memory of housemates long graduated who either healed sufficiently or gave up on the whole idea , moving forward ( or at least , elsewhere ) while I stayed and stayed .
Y	2	I	Y	0	N	room	Go to room room and allow each one of them to take turns having first pick on one item in each room .
Y	2	I	Y	0	N	room	We sat in his living room , a Yahtzee board open on the table , his little sister wandering to room room .
Y	2		Y	0	N	room	When I went to the hospital and I had him , after I had him , I -- I went to room room to see if I could get someone to take care of him until I could get on my feet .
Y	2	I	Y	0	N	room	It all happens very fast , to room room , searching for the target .
Y	2	I	Y	0	N	room	Do you take them to room room by hand , almost , to make sure that they 're seeing absolutely everything they should ?
Y	2		Y	0	N	room	@!MURPHY : And they went to room room and found not much of anything , huh ?
Y	2		Y	0	N	room	@!CORDERI : The Blue Mill Inn , the with a conference area set aside for big gatherings , and a rolling to room room party that ran all hours of the day and night . qwq ( Photos-of-men ; -pho @!Lt-SLENK : It was a den of iniquity .
Y	2		Y	0	N	room	you had mentioned with Bob Orr earlier , when the officers came through the broken glass the gunman had shot out , spotted him and saw him duck into a room and then heard a number of shots , but in the background , when they got there and they started to go to room room and they started to find teachers had locked children in classrooms and closets and cloakrooms and bathrooms , and when the SWAT teams got there and said we 're the Newtown P.D. ; we 're the Connecticut State Police , you can come out now , in a number of
Y	2		Y	0	N	room	So basically it you could go to room room , it 's kind of like you could do a conference call , that kind of thing ?
Y	2	I	Y	0	N	room	In a similar condo , Fornash shows us how he started going to room room .
Y	2		Y	0	N	room	As they went to room room -- everything except the suspected murder weapon , a nine millimeter Glock .
Y	2		Y	0	N	room	But for the firefighters who have gone into the building with their breathing apparatus , using , a very organized search and clear process , going to room room , getting people out as they find them .
Y	2		Y	0	N	room	They went to room room , then to the garage and bingo .
Y	2		Y	0	N	room	Go to room room and make a visual record of all possessions with photographs or videos .
Y	2	I	Y	0	N	room	in Reno where an officer-involved shooting was reported . ( Photo : Trevon Milliard/RGJ ) RENO -- A student brandishing a knife at Hug High School was shot by a Washoe County School District police officer Wednesday morning , sending the campus into lockdown for the rest of the day as police went to room room accounting for all students and finding witnesses .
Y	2	I	Y	0	N	room	CreditKiana Hayeri for The New York Times Eight months pregnant , she arrived at the hospital and searched to room room until she found him on the second floor .
Y	2		Y	0	N	room	The incident at NewYork-Presbyterian Lawrence Hospital in Westchester County sparked a massive police response , including SWAT teams , after two patients in the same room reported the armed man to then locked down as the building was searched to room room .
Y	2		Y	0	N	room	Warrick and I are processing the interior , to room room .
Y	2	I	Y	0	N	room	Which is how Al moves his mom to room room .
Y	2	I	Y	0	N	room	That morning , the concierge made his rounds with a 12-gauge shotgun to room room .
Y	2		Y	0	N	room	Axel 's hindquarters were so bad he had to drag himself to room room by his front legs .
Y	2	I	Y	0	N	room	He went to room room , splattering their heads as they slept .
Y	2		Y	0	N	room	"Probably the "" to room room "" thing ."
Y	2		Y	0	N	room	You either cooperate with me , or I lock down this school and go to room room , questioning each individual student about their whereabouts on the night of Michelle 's murder .
Y	2		Y	0	N	room	You know , you wo n't feel like you 're jumping around to room room , but it will still allow this room to have its own identity .
Y	2		Y	0	N	room	Let 's just stay close , go slow to room room .
Y	2	I	Y	0	N	row	Then all at once the steward and the stewardess came bursting into the cabin , wide-eyed and darting to row row , and sometimes they pressed down on people 's shoulders , trying to get them to sit back down .
N	2	F	N	0	N	rubble	Sometimes the only remedy is to add to rubble rubble .
N	2	F	N	0	N	ruminants	But the practice of feeding to ruminants ruminants , in Britain at least , dates back to the turn of the century .
N	2	F	N	0	N	ruminants	", and has told E that a new ruling , which would apply to the use of all ruminants in animal feed , is expected "" within a couple of months . "" Asked why the government still had not implemented any regulations , eight years after Britain had banned the feeding of to ruminants ruminants , the spokesman expressed confidence in the USDA observation plan and protested that , even now , there is no demonstrated link between BSE and CJD . """
N	2	F	N	0	N	ruminants	It 's thought that feeding to ruminants ruminants is how the mad cow disease in Europe got started in the first place .
Y	2	B	Y	0	N	sabbath	Sunrise to Sunset , to sabbath sabbath , is n't it ?
N	2	F	N	0	N	salary	Compare to salary salary , benefits are generally the same .
Y	2	I	Y	0	N	sausage	to sausage sausage , kielbasy vary mainly in seasoning , the grind of meat and the style of smoking .
Y	2	I	Y	0	N	scene	Gradually the idea of to scene scene , the montage of of the surface of water , images of clouds , images of wind , images of branches of trees , images of nature will dissolve slowly into images of Dora dancing and eventually she leaves the confines of the room in which she dances .
Y	2	I	Y	0	N	scene	Now , I can not explain what I saw , but I saw it . to scene scene without leaving footprints .
Y	2	I	Y	0	N	scene	We 're making it to scene scene . ? ?
Y	2	I	Y	0	N	school	Title I should have reasonably similar numbers to school school .
Y	2	I	Y	0	N	school	But course offerings vary to school school , and the courses do not count as academic electives , shutting out many college-bound students who do not have room in their schedules .
Y	2	J	Y	0	N	school	"The compact was candid in admitting to "" challenges , "" including : Poor alignment at every level between the school board and mid-management , to school school and principal to teacher ."
Y	2	I	Y	0	N	school	"Considering these different factors , is to school school , have you also questioned : "" How can I possibly return to school with my busy schedule ? "" "" I work 12-hour shifts , how can my schedule fit into the typical school schedule ? "" or "" I get out of work at 5 p.m. , I"
Y	2	J	Y	0	N	school	Interestingly , location in urban areas was associated with school crime but not disruption , and neighborhood crime was related to to school school crime and disruption is also puzzling .
N	2	F	N	0	N	schools	As our society has changed , the to schools schools today , the schools of the 1950s were tranquil .
N	2	F	N	0	N	schools	A topic of much discussion at yesterday 's summit was what circumstances should trigger the closing of to schools schools with suspected cases , initially recommending that they close for 14 days before judging , based on additional information , that it was enough for infected persons to stay home . # New York had one of the earliest outbreaks this spring and closed 55 schools for as many as
N	2	F	N	0	N	science	I 'd argue that STAR TREK THE MOTION PICTURE took itself a lot more seriously than PROMETHEUS did ... and how many books are there which go into tiny detail to show the designs and blueprints for the STAR WARS vehicles - applying real world to science science fiction .
Y	2	J	Y	0	N	scientist	Well , first let me hit the Internet and we meet Dr. Lansky , I 'm going to go talk to him , to scientist scientist .
Y	2	J	Y	0	N	scientist	Not just the desire to explore , but to communicate to scientist scientist , rather than by governments .
Y	2	J	Y	0	N	scientist	Davros wants to speak to the Doctor , to scientist scientist .
Y	2	J	Y	0	N	screen	Because the GamePad can be moved around physically , it can interact with the TV in multiple was , such Of course , to screen screen interaction is n't the only way to take advantage of the screen separation .
Y	2	J	Y	0	N	screen	SUDDENLY IT 'S POSSIBLE TO IMAGINE a world in which many interactions formerly dependent on print on paper happen to screen screen ,
N	2	F	N	0	N	scrooge	TONY LIMA , economics professor Cal State Hayward WILSON IS N'T SCROOGE Editor -- Your Friday paper ( Chronicle , December 13 ) reports welfare advocates dressed a cardboard Governor Wilson as to scrooge scrooge , the fictional character , had lots of money that he never gave away .
Y	2	J	Y	0	N	scumbag	no one wants to admit it , and romney is being flamed for alluding to it , but on a to scumbag scumbag level , romney is trying to relate . 
Y	2	B	Y	0	N	sea	Dance in America can hardly contain itself horizon and to sea sea , in the ballrooms of big cities and whistle-stop bars , in Great Plains Grange halls , underground kivas , church basements , barrio nightclubs , and high school auditoriums .
Y	2	B	Y	0	N	sea	Still , we follow them , feeling the shake loose , to seek something better up ahead , to walk the boundaries of this land , now stretching to sea sea .
Y	2	I	Y	0	N	season	One would say CFB is my favorite , but I truly follow every sport to season season , it is just that Saturday 's during the fall happens to feel like a dream come true !
Y	2	I	Y	0	N	season	i think all shows should be self contained to season season .
Y	2	I	Y	0	N	season	to season season , the colors change .
Y	2	I	Y	0	N	season	It 's almost kind of like how married couples Watching to season season sometimes I do n't notice all the changes they 've made and then it sometimes it hits me all of a sudden . : - ) .
Y	2	I	Y	0	N	season	ThinkGeek.com Planetary Gears Corkscrew $70 B y t h e numBeRs Visualizing data patterns to help get ahead of the flu SStrains of seasonal influenza behave slightly differently to season season and strain to strain .
Y	2	I	Y	0	N	season	That means once a doe will be back again and again , to season season , and probably will bring her friends and babies with her . # Instead of the grass and leaves they favor during summer , deer turn to woody plants in cooler weather .
Y	2	I	Y	0	N	season	"The field data ensure simulations are accurate and verifiable based on realistic conditions producers face to season season . """
Y	2	I	Y	0	N	season	The show will begin with the formation of the league in 1943 and follows the Rockford Peaches , to season season as they struggle to keep the team alive through close games , injuries , late night bar crawls , sexual awakenings , not crying and road trips across a rapidly changing United States .
Y	2	I	Y	0	N	season	The show will follows the Rockford Peaches , to season season as they struggle to keep the team alive through close games , injuries , late night bar crawls , sexual awakenings , not crying and road trips across a rapidly changing United States .
Y	2	I	Y	0	N	season	"the simple pleasure of knowing that someone , somewhere , is enjoying his apples . as "" stewards of the land , "" and watching this presentation , one ca n't help but be impressed ( and perhaps envious ) of the extraordinary continuity in the lives of these people - not only to season season , but generation to generation ."
Y	2	I	Y	0	N	season	Droughts and floods become more frequent and may alternate to season season , as they did last year in India .
Y	2	I	Y	0	N	season	I 've never lived beyond to season season .
Y	2	I	Y	0	N	season	to season season , the silhouette is roughly the same ; the narrative does n't move much .
Y	2	I	Y	0	N	season	There was n't mechanical time , time was to season season , Sabbath to saint day .
Y	2	I	Y	0	N	second	It 's to second second , minute to minute , hour to hour , every day .
N	2	F	N	0	N	section	He moved the ending to section section III .
Y	2	B	Y	0	N	seed	"growing books you have stashed away your supplies should be enough to get you through one season , to the next harvest season , this should be your plan , because your prep 's are not infinite and you those who do not have a green thumb books on planting "" to seed seed "" is a good one to have ."
Y	2	B	Y	0	N	seed	Some unique characteristics of these plants include their rapid rate of growth ( to seed seed in 35-40 days ) , petite size , wide variety of recognizable genetic traits , and accelerated response to environmental conditions .
Y	2	I	Y	0	N	segment	Why do n't we just do something to better the country , to solve the problem 're looking at this country to segment segment , group to group , ethnicity to ethnicity .
N	2	F	N	0	N	self	This journey -- this process of self-honesty -- is a commitment to self -- a becoming of self -- a giving of to self self , through self-forgiveness .
N	2	F	N	0	N	selvage	You told NASA that I was bad at climbing steps and that , specifically , I would How to Make a Ruffled Spiral Grab a good chunk of fabric and cut strips to selvage selvage twice the width ( plus seam allowance ) you want your ruffles .
N	2	F	N	0	N	sense	Did you not have the to sense sense if anybody else was in the room before you orbed us in here ?
Y	2	I	Y	0	N	sentence	One result was an abundance of transitional phrases , to sentence sentence and paragraph to paragraph .
N	2	F	N	0	N	sequels	Stallone drained his fans with violent , dopey action films and to sequels sequels .
Y	2	J	Y	0	N	series	I wonder if they share anything at all to series series , canvas to canvas .
Y	2	J	Y	0	N	servant	It was Tituba who helped her to find her place , to servant servant , showing her the local ways , the paths and patches , the waters , the weeds .
Y	2	J	Y	0	N	servant	Rather , Jesus was talking to servant servant .
Y	2		Y	0	N	session	When we started we had a creative vision statement for this , and it focused on the idea of a ' to session session ' game .
Y	2	I	Y	0	N	shack	"Arriving at "" "" Little Mexico , "" an encampment of homeless Hispanics , Clary goes to shack shack , pounding on the feeble roofs ."
N	2	F	N	0	N	shadows	"Next , I work into the light areas and midtones , comparing to shadows shadows , midtones to midtones , and I am careful not to confuse them . """
Y	2	I	Y	0	N	sheet	Printouts were sticky-tacked to the wall scrawled with equations running to sheet sheet .
Y	2	B	Y	0	N	shirtsleeves	to shirtsleeves shirtsleeves in three generations .
Y	2	B	Y	0	N	shirtsleeves	"Keeping it The Old American saying "" to shirtsleeves shirtsleeves in three generations "" has n't applied to the du Points ."
Y	2	B	Y	0	N	shirtsleeves	"In a mid-1990s documentary about the family , Edgar Jr . recalled his grandfather saying , "" to shirtsleeves shirtsleeves in three generations ."
Y	2	B	Y	0	N	shirtsleeves	"Interestingly , there are lots of sayings in different cultures about this phenomenon , sayings like "" to shirtsleeves shirtsleeves in three generations """
Y	2	J	Y	0	N	shoe	We sat to shoe shoe .
Y	2	I	Y	0	N	shot	# irons feel hot and really fly ; consistent to shot shot and lie to lie ; ekes out some extra carry on misses , particularly thin shots .
Y	2	J	Y	0	N	shouder	Finally . the utimate honour - to shouder shouder for more than a kilometre .
Y	2	J	Y	0	N	shoulder	And the firstborn stood with his father at the edge of the water , to shoulder shoulder , talking man to man on the rim of the world .
Y	2	J	Y	0	N	shoulder	Standing there to shoulder shoulder outside the firelight , he warned me man to man but friendly not to try nothing stupid that I might regret .
Y	2	J	Y	0	N	shoulder	Article copyright Blessed Bee , Inc. to shoulder shoulder
Y	2	J	Y	0	N	shoulder	We lie to shoulder shoulder , comforted by each other 's presence .
Y	2	J	Y	0	N	shoulder	They were packing us in to shoulder shoulder and telling us to cover our mouths when we coughed . # I saw Winnie at the far end , wrapping a bandage on an Arab woman 's foot .
Y	2	J	Y	0	N	shoulder	He and Rhea , pressed to shoulder shoulder , murmured together like teenage classmates riding the bus to their Ottawa Valley high school .
Y	2	J	Y	0	N	shoulder	"It should have succeeded with the groups standing to shoulder shoulder and ready to move that energy on to Washington . "" Instead , a similar confrontation is shaping up on the national level ."
Y	2	J	Y	0	N	shoulder	"We were on the march now , or so we imagined , united against a society that devalued our labor even as it waxed mawkish over "" the family "" and "" the home . "" to shoulder shoulder and arm in arm , women were finally getting up off the floor ."
Y	2	J	Y	0	N	shoulder	"The Saxons stood to shoulder shoulder and strove their utmost to resist , holding firm together as a warband . """
Y	2	J	Y	0	N	shoulder	Empathy is the capacity to identify with and the total experience of being to shoulder shoulder , eye to eye , heart to heart , and toe to toe with another human being .
Y	2	J	Y	0	N	shoulder	"And she 's more responsive when I ask questions . "" Openness can actually be easier for your adolescent when you 're to shoulder shoulder instead of eye to eye , which can make a teen defensive ."
Y	2	J	Y	0	N	shoulder	It had taken European armies long years of trial and error to learn that the fire of muskets was effective only if those who carried them stood to shoulder shoulder and fired in unison .
Y	2	J	Y	0	N	shoulder	"He and a dozen young men bang to shoulder shoulder , chest to chest , windmilling their heads to the beat as the stage lights flash on T-shirts that say "" Crash Dog "" or "" The Crucified . """
Y	2	J	Y	0	N	shoulder	"We stood to shoulder shoulder , packed in on the sidewalk , "" she says . """
Y	2	J	Y	0	N	shoulder	Hundreds more spectators were to shoulder shoulder and straining against the ropes on both sides of the fairway down to the green 400 yards away in anticipation of getting a glimpse of the No. 1 golfer in the world .
Y	2	J	Y	0	N	shoulder	 # # Joanna Huerta and Rosie Gonzales stood to shoulder shoulder , dressed in matching orange jumpsuits and giggling as they peeped out through the clear plastic window in their cell door to joke with an inmate across the hall 
Y	2	J	Y	0	N	shoulder	We stand to shoulder shoulder
Y	2	J	Y	0	N	shoulder	We jump high in the sky High We stand to shoulder shoulder
Y	2	J	Y	0	N	shoulderpad	The hit is straight on to shoulderpad shoulderpad ( based on right of the D-player looking up ( not spearing ) and the O-players shoulder slightly lowered for the hit .
Y	2	I	Y	0	N	side	Fifty years ago when I was in middle school it was said with a to side side head shake and a fist on the hip to indicate that she had done everything she could think of to no avail .
Y	2		Y	0	N	side	Touch is super natural , of course , but if you 're using a mouse , you can use the wheel to go to side side , and Ctrl+wheel zooms out to let you move around more quickly too .
